FloorNo,FlatNo,Typology,NoOfParkings,Time_To_Podium_1,Time_To_Podium_2,Time_To_Podium_3,Time_To_Podium_4,Time_To_Podium_5,Time_To_Podium_6,Time_To_Podium_7,Time_To_Podium_8,Time_To_Podium_9,Rank,Unique_flat_No
22,C-2206,3BHK,2,42,40,38,36,34,32,30,28,26,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2206"
22,C-2206,3BHK,2,42,40,38,36,34,32,30,28,26,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2206"
22,C-2207,3BHK,2,42,40,38,36,34,32,30,28,26,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2207"
22,C-2207,3BHK,2,42,40,38,36,34,32,30,28,26,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2207"
22,C-2201,4BHK,3,42,40,38,36,34,32,30,28,26,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2201"
22,C-2201,4BHK,3,42,40,38,36,34,32,30,28,26,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2201"
22,C-2201,4BHK,3,42,40,38,36,34,32,30,28,26,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2201"
22,C-2203,4BHK,3,42,40,38,36,34,32,30,28,26,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2203"
22,C-2203,4BHK,3,42,40,38,36,34,32,30,28,26,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2203"
22,C-2203,4BHK,3,42,40,38,36,34,32,30,28,26,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2203"
23,C-2302,3BHK,2,44,42,40,38,36,34,32,30,28,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2302"
23,C-2302,3BHK,2,44,42,40,38,36,34,32,30,28,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2302"
23,C-2304,3BHK,2,44,42,40,38,36,34,32,30,28,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2304"
23,C-2304,3BHK,2,44,42,40,38,36,34,32,30,28,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2304"
23,C-2305,3BHK,2,44,42,40,38,36,34,32,30,28,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2305"
23,C-2305,3BHK,2,44,42,40,38,36,34,32,30,28,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2305"
23,C-2306,3BHK,2,44,42,40,38,36,34,32,30,28,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2306"
23,C-2306,3BHK,2,44,42,40,38,36,34,32,30,28,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2306"
23,C-2307,3BHK,2,44,42,40,38,36,34,32,30,28,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2307"
23,C-2307,3BHK,2,44,42,40,38,36,34,32,30,28,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2307"
23,C-2301,4BHK,3,44,42,40,38,36,34,32,30,28,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2301"
23,C-2301,4BHK,3,44,42,40,38,36,34,32,30,28,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2301"
23,C-2301,4BHK,3,44,42,40,38,36,34,32,30,28,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2301"
23,C-2303,4BHK,3,44,42,40,38,36,34,32,30,28,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2303"
23,C-2303,4BHK,3,44,42,40,38,36,34,32,30,28,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2303"
23,C-2303,4BHK,3,44,42,40,38,36,34,32,30,28,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2303"
24,C-2402,3BHK,2,46,44,42,40,38,36,34,32,30,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2402"
24,C-2402,3BHK,2,46,44,42,40,38,36,34,32,30,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2402"
24,C-2404,3BHK,2,46,44,42,40,38,36,34,32,30,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2404"
24,C-2404,3BHK,2,46,44,42,40,38,36,34,32,30,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2404"
24,C-2405,3BHK,2,46,44,42,40,38,36,34,32,30,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2405"
24,C-2405,3BHK,2,46,44,42,40,38,36,34,32,30,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2405"
24,C-2406,3BHK,2,46,44,42,40,38,36,34,32,30,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2406"
24,C-2406,3BHK,2,46,44,42,40,38,36,34,32,30,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2406"
24,C-2407,3BHK,2,46,44,42,40,38,36,34,32,30,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2407"
24,C-2407,3BHK,2,46,44,42,40,38,36,34,32,30,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2407"
24,C-2401,4BHK,3,46,44,42,40,38,36,34,32,30,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2401"
24,C-2401,4BHK,3,46,44,42,40,38,36,34,32,30,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2401"
24,C-2401,4BHK,3,46,44,42,40,38,36,34,32,30,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2401"
24,C-2403,4BHK,3,46,44,42,40,38,36,34,32,30,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2403"
24,C-2403,4BHK,3,46,44,42,40,38,36,34,32,30,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2403"
24,C-2403,4BHK,3,46,44,42,40,38,36,34,32,30,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2403"
25,C-2502,3BHK,2,48,46,44,42,40,38,36,34,32,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2502"
25,C-2502,3BHK,2,48,46,44,42,40,38,36,34,32,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2502"
25,C-2504,3BHK,2,48,46,44,42,40,38,36,34,32,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2504"
25,C-2504,3BHK,2,48,46,44,42,40,38,36,34,32,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2504"
25,C-2505,3BHK,2,48,46,44,42,40,38,36,34,32,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2505"
25,C-2505,3BHK,2,48,46,44,42,40,38,36,34,32,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2505"
25,C-2506,3BHK,2,48,46,44,42,40,38,36,34,32,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2506"
25,C-2506,3BHK,2,48,46,44,42,40,38,36,34,32,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2506"
25,C-2507,3BHK,2,48,46,44,42,40,38,36,34,32,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2507"
25,C-2507,3BHK,2,48,46,44,42,40,38,36,34,32,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2507"
25,C-2501,4BHK,3,48,46,44,42,40,38,36,34,32,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2501"
25,C-2501,4BHK,3,48,46,44,42,40,38,36,34,32,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2501"
25,C-2501,4BHK,3,48,46,44,42,40,38,36,34,32,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2501"
25,C-2503,4BHK,3,48,46,44,42,40,38,36,34,32,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2503"
25,C-2503,4BHK,3,48,46,44,42,40,38,36,34,32,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2503"
25,C-2503,4BHK,3,48,46,44,42,40,38,36,34,32,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2503"
26,C-2602,3BHK,2,50,48,46,44,42,40,38,36,34,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2602"
26,C-2602,3BHK,2,50,48,46,44,42,40,38,36,34,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2602"
26,C-2604,3BHK,2,50,48,46,44,42,40,38,36,34,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2604"
26,C-2604,3BHK,2,50,48,46,44,42,40,38,36,34,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2604"
26,C-2605,3BHK,2,50,48,46,44,42,40,38,36,34,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2605"
26,C-2605,3BHK,2,50,48,46,44,42,40,38,36,34,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2605"
26,C-2606,3BHK,2,50,48,46,44,42,40,38,36,34,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2606"
26,C-2606,3BHK,2,50,48,46,44,42,40,38,36,34,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2606"
26,C-2607,3BHK,2,50,48,46,44,42,40,38,36,34,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2607"
26,C-2607,3BHK,2,50,48,46,44,42,40,38,36,34,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2607"
26,C-2601,4BHK,3,50,48,46,44,42,40,38,36,34,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2601"
26,C-2601,4BHK,3,50,48,46,44,42,40,38,36,34,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2601"
26,C-2601,4BHK,3,50,48,46,44,42,40,38,36,34,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2601"
26,C-2603,4BHK,3,50,48,46,44,42,40,38,36,34,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2603"
26,C-2603,4BHK,3,50,48,46,44,42,40,38,36,34,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2603"
26,C-2603,4BHK,3,50,48,46,44,42,40,38,36,34,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2603"
27,C-2702,3BHK,2,52,50,48,46,44,42,40,38,36,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2702"
27,C-2702,3BHK,2,52,50,48,46,44,42,40,38,36,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2702"
27,C-2704,3BHK,2,52,50,48,46,44,42,40,38,36,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2704"
27,C-2704,3BHK,2,52,50,48,46,44,42,40,38,36,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2704"
27,C-2705,3BHK,2,52,50,48,46,44,42,40,38,36,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2705"
27,C-2705,3BHK,2,52,50,48,46,44,42,40,38,36,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2705"
27,C-2706,3BHK,2,52,50,48,46,44,42,40,38,36,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2706"
27,C-2706,3BHK,2,52,50,48,46,44,42,40,38,36,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2706"
27,C-2707,3BHK,2,52,50,48,46,44,42,40,38,36,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2707"
27,C-2707,3BHK,2,52,50,48,46,44,42,40,38,36,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2707"
27,C-2701,4BHK,3,52,50,48,46,44,42,40,38,36,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2701"
27,C-2701,4BHK,3,52,50,48,46,44,42,40,38,36,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2701"
27,C-2701,4BHK,3,52,50,48,46,44,42,40,38,36,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2701"
27,C-2703,4BHK,3,52,50,48,46,44,42,40,38,36,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2703"
27,C-2703,4BHK,3,52,50,48,46,44,42,40,38,36,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2703"
27,C-2703,4BHK,3,52,50,48,46,44,42,40,38,36,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2703"
28,C-2804,3BHK,2,54,52,50,48,46,44,42,40,38,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2804"
28,C-2804,3BHK,2,54,52,50,48,46,44,42,40,38,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2804"
28,C-2805,3BHK,2,54,52,50,48,46,44,42,40,38,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2805"
28,C-2805,3BHK,2,54,52,50,48,46,44,42,40,38,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2805"
28,C-2806,3BHK,2,54,52,50,48,46,44,42,40,38,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2806"
28,C-2806,3BHK,2,54,52,50,48,46,44,42,40,38,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2806"
28,C-2807,3BHK,2,54,52,50,48,46,44,42,40,38,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2807"
28,C-2807,3BHK,2,54,52,50,48,46,44,42,40,38,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2807"
28,C-2803,4BHK,3,54,52,50,48,46,44,42,40,38,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2803"
28,C-2803,4BHK,3,54,52,50,48,46,44,42,40,38,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2803"
28,C-2803,4BHK,3,54,52,50,48,46,44,42,40,38,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2803"
29,C-2902,3BHK,2,56,54,52,50,48,46,44,42,40,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2902"
29,C-2902,3BHK,2,56,54,52,50,48,46,44,42,40,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2902"
29,C-2904,3BHK,2,56,54,52,50,48,46,44,42,40,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2904"
29,C-2904,3BHK,2,56,54,52,50,48,46,44,42,40,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2904"
29,C-2905,3BHK,2,56,54,52,50,48,46,44,42,40,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2905"
29,C-2905,3BHK,2,56,54,52,50,48,46,44,42,40,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2905"
29,C-2906,3BHK,2,56,54,52,50,48,46,44,42,40,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2906"
29,C-2906,3BHK,2,56,54,52,50,48,46,44,42,40,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2906"
29,C-2907,3BHK,2,56,54,52,50,48,46,44,42,40,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2907"
29,C-2907,3BHK,2,56,54,52,50,48,46,44,42,40,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2907"
29,C-2901,4BHK,3,56,54,52,50,48,46,44,42,40,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2901"
29,C-2901,4BHK,3,56,54,52,50,48,46,44,42,40,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2901"
29,C-2901,4BHK,3,56,54,52,50,48,46,44,42,40,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2901"
29,C-2903,4BHK,3,56,54,52,50,48,46,44,42,40,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2903"
29,C-2903,4BHK,3,56,54,52,50,48,46,44,42,40,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2903"
29,C-2903,4BHK,3,56,54,52,50,48,46,44,42,40,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-2903"
30,C-3002,3BHK,2,58,56,54,52,50,48,46,44,42,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3002"
30,C-3002,3BHK,2,58,56,54,52,50,48,46,44,42,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3002"
30,C-3004,3BHK,2,58,56,54,52,50,48,46,44,42,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3004"
30,C-3004,3BHK,2,58,56,54,52,50,48,46,44,42,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3004"
30,C-3005,3BHK,2,58,56,54,52,50,48,46,44,42,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3005"
30,C-3005,3BHK,2,58,56,54,52,50,48,46,44,42,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3005"
30,C-3006,3BHK,2,58,56,54,52,50,48,46,44,42,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3006"
30,C-3006,3BHK,2,58,56,54,52,50,48,46,44,42,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3006"
30,C-3007,3BHK,2,58,56,54,52,50,48,46,44,42,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3007"
30,C-3007,3BHK,2,58,56,54,52,50,48,46,44,42,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3007"
30,C-3001,4BHK,3,58,56,54,52,50,48,46,44,42,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3001"
30,C-3001,4BHK,3,58,56,54,52,50,48,46,44,42,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3001"
30,C-3001,4BHK,3,58,56,54,52,50,48,46,44,42,3,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3001"
30,C-3003,4BHK,3,58,56,54,52,50,48,46,44,42,1,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3003"
30,C-3003,4BHK,3,58,56,54,52,50,48,46,44,42,2,"0      1
1      2
2      1
3      2
4      1
      ..
788    2
789    3
790    1
791    2
792    3
Name: Rank, Length: 793, dtype: int64_C-3003"
